RUN	com.github.mnogu.gatling.kafka.test.ByteArraySimulation	bytearraysimulation	1620476017230	 	3.5.1
USER	Kafka Test	END	1620476063151
USER	Kafka Test	START	1620476063224
REQUEST		request	1620476063225	1620476063245	OK	 
USER	Kafka Test	END	1620476063246
USER	Kafka Test	START	1620476063325
REQUEST		request	1620476063325	1620476063340	OK	 
USER	Kafka Test	END	1620476063340
USER	Kafka Test	START	1620476063425
REQUEST		request	1620476063425	1620476063445	OK	 
USER	Kafka Test	END	1620476063446
USER	Kafka Test	START	1620476063524
REQUEST		request	1620476063524	1620476063545	OK	 
USER	Kafka Test	END	1620476063546
USER	Kafka Test	START	1620476063625
REQUEST		request	1620476063625	1620476063642	OK	 
USER	Kafka Test	END	1620476063642
USER	Kafka Test	START	1620476063724
REQUEST		request	1620476063724	1620476063742	OK	 
USER	Kafka Test	END	1620476063743
USER	Kafka Test	START	1620476063824
REQUEST		request	1620476063824	1620476063841	OK	 
USER	Kafka Test	END	1620476063842
USER	Kafka Test	START	1620476063924
REQUEST		request	1620476063924	1620476063943	OK	 
USER	Kafka Test	END	1620476063944
USER	Kafka Test	START	1620476064024
REQUEST		request	1620476064024	1620476064047	OK	 
USER	Kafka Test	END	1620476064047
USER	Kafka Test	START	1620476064124
REQUEST		request	1620476064124	1620476064138	OK	 
USER	Kafka Test	END	1620476064139
USER	Kafka Test	START	1620476064224
REQUEST		request	1620476064224	1620476064240	OK	 
USER	Kafka Test	END	1620476064241
USER	Kafka Test	START	1620476064324
REQUEST		request	1620476064324	1620476064339	OK	 
USER	Kafka Test	END	1620476064339
USER	Kafka Test	START	1620476064424
REQUEST		request	1620476064424	1620476064440	OK	 
USER	Kafka Test	END	1620476064440
USER	Kafka Test	START	1620476064524
REQUEST		request	1620476064524	1620476064546	OK	 
USER	Kafka Test	END	1620476064547
USER	Kafka Test	START	1620476064634
REQUEST		request	1620476064635	1620476064657	OK	 
USER	Kafka Test	END	1620476064658
USER	Kafka Test	START	1620476064724
REQUEST		request	1620476064724	1620476064741	OK	 
USER	Kafka Test	END	1620476064741
USER	Kafka Test	START	1620476064824
REQUEST		request	1620476064824	1620476064840	OK	 
USER	Kafka Test	END	1620476064840
USER	Kafka Test	START	1620476064924
REQUEST		request	1620476064924	1620476064941	OK	 
USER	Kafka Test	END	1620476064942
USER	Kafka Test	START	1620476065024
REQUEST		request	1620476065024	1620476065040	OK	 
USER	Kafka Test	END	1620476065041
USER	Kafka Test	START	1620476065125
REQUEST		request	1620476065125	1620476065143	OK	 
USER	Kafka Test	END	1620476065144
USER	Kafka Test	START	1620476065224
REQUEST		request	1620476065224	1620476065238	OK	 
USER	Kafka Test	END	1620476065239
USER	Kafka Test	START	1620476065324
REQUEST		request	1620476065324	1620476065341	OK	 
USER	Kafka Test	END	1620476065342
USER	Kafka Test	START	1620476065424
REQUEST		request	1620476065424	1620476065445	OK	 
USER	Kafka Test	END	1620476065446
USER	Kafka Test	START	1620476065524
REQUEST		request	1620476065524	1620476065540	OK	 
USER	Kafka Test	END	1620476065541
USER	Kafka Test	START	1620476065624
REQUEST		request	1620476065624	1620476065646	OK	 
USER	Kafka Test	END	1620476065647
USER	Kafka Test	START	1620476065724
REQUEST		request	1620476065724	1620476065739	OK	 
USER	Kafka Test	END	1620476065739
USER	Kafka Test	START	1620476065823
REQUEST		request	1620476065823	1620476065839	OK	 
USER	Kafka Test	END	1620476065839
USER	Kafka Test	START	1620476065923
REQUEST		request	1620476065923	1620476065947	OK	 
USER	Kafka Test	END	1620476065947
USER	Kafka Test	START	1620476066024
REQUEST		request	1620476066024	1620476066044	OK	 
USER	Kafka Test	END	1620476066044
USER	Kafka Test	START	1620476066124
REQUEST		request	1620476066124	1620476066144	OK	 
USER	Kafka Test	END	1620476066145
USER	Kafka Test	START	1620476066223
REQUEST		request	1620476066223	1620476066243	OK	 
USER	Kafka Test	END	1620476066244
USER	Kafka Test	START	1620476066324
REQUEST		request	1620476066324	1620476066344	OK	 
USER	Kafka Test	END	1620476066345
USER	Kafka Test	START	1620476066424
REQUEST		request	1620476066424	1620476066439	OK	 
USER	Kafka Test	END	1620476066440
USER	Kafka Test	START	1620476066523
REQUEST		request	1620476066523	1620476066544	OK	 
USER	Kafka Test	END	1620476066545
USER	Kafka Test	START	1620476066624
REQUEST		request	1620476066624	1620476066642	OK	 
USER	Kafka Test	END	1620476066642
USER	Kafka Test	START	1620476066724
REQUEST		request	1620476066724	1620476066743	OK	 
USER	Kafka Test	END	1620476066744
USER	Kafka Test	START	1620476066825
REQUEST		request	1620476066825	1620476066849	OK	 
USER	Kafka Test	END	1620476066850
USER	Kafka Test	START	1620476066925
REQUEST		request	1620476066925	1620476066943	OK	 
USER	Kafka Test	END	1620476066944
USER	Kafka Test	START	1620476067025
REQUEST		request	1620476067025	1620476067047	OK	 
USER	Kafka Test	END	1620476067048
USER	Kafka Test	START	1620476067124
REQUEST		request	1620476067124	1620476067149	OK	 
USER	Kafka Test	END	1620476067150
USER	Kafka Test	START	1620476067224
REQUEST		request	1620476067224	1620476067252	OK	 
USER	Kafka Test	END	1620476067253
USER	Kafka Test	START	1620476067325
REQUEST		request	1620476067325	1620476067349	OK	 
USER	Kafka Test	END	1620476067350
USER	Kafka Test	START	1620476067425
REQUEST		request	1620476067425	1620476067454	OK	 
USER	Kafka Test	END	1620476067455
USER	Kafka Test	START	1620476067525
REQUEST		request	1620476067525	1620476067541	OK	 
USER	Kafka Test	END	1620476067542
USER	Kafka Test	START	1620476067624
REQUEST		request	1620476067624	1620476067639	OK	 
USER	Kafka Test	END	1620476067639
USER	Kafka Test	START	1620476067724
REQUEST		request	1620476067724	1620476067737	OK	 
USER	Kafka Test	END	1620476067738
USER	Kafka Test	START	1620476067824
REQUEST		request	1620476067824	1620476067847	OK	 
USER	Kafka Test	END	1620476067847
USER	Kafka Test	START	1620476067924
REQUEST		request	1620476067924	1620476067944	OK	 
USER	Kafka Test	END	1620476067944
USER	Kafka Test	START	1620476068024
REQUEST		request	1620476068024	1620476068041	OK	 
USER	Kafka Test	END	1620476068042
USER	Kafka Test	START	1620476068124
REQUEST		request	1620476068124	1620476068145	OK	 
USER	Kafka Test	END	1620476068145
USER	Kafka Test	START	1620476068224
REQUEST		request	1620476068224	1620476068243	OK	 
USER	Kafka Test	END	1620476068243
USER	Kafka Test	START	1620476068324
REQUEST		request	1620476068324	1620476068342	OK	 
USER	Kafka Test	END	1620476068343
USER	Kafka Test	START	1620476068424
REQUEST		request	1620476068424	1620476068447	OK	 
USER	Kafka Test	END	1620476068447
USER	Kafka Test	START	1620476068524
REQUEST		request	1620476068524	1620476068554	OK	 
USER	Kafka Test	END	1620476068554
USER	Kafka Test	START	1620476068636
REQUEST		request	1620476068636	1620476068657	OK	 
USER	Kafka Test	END	1620476068658
USER	Kafka Test	START	1620476068725
REQUEST		request	1620476068725	1620476068750	OK	 
USER	Kafka Test	END	1620476068750
USER	Kafka Test	START	1620476068825
REQUEST		request	1620476068825	1620476068841	OK	 
USER	Kafka Test	END	1620476068842
USER	Kafka Test	START	1620476068925
REQUEST		request	1620476068925	1620476068945	OK	 
USER	Kafka Test	END	1620476068946
USER	Kafka Test	START	1620476069025
REQUEST		request	1620476069025	1620476069042	OK	 
USER	Kafka Test	END	1620476069042
USER	Kafka Test	START	1620476069125
REQUEST		request	1620476069125	1620476069140	OK	 
USER	Kafka Test	END	1620476069140
USER	Kafka Test	START	1620476069225
REQUEST		request	1620476069225	1620476069241	OK	 
USER	Kafka Test	END	1620476069242
USER	Kafka Test	START	1620476069324
REQUEST		request	1620476069324	1620476069338	OK	 
USER	Kafka Test	END	1620476069338
USER	Kafka Test	START	1620476069425
REQUEST		request	1620476069425	1620476069443	OK	 
USER	Kafka Test	END	1620476069444
USER	Kafka Test	START	1620476069525
REQUEST		request	1620476069525	1620476069542	OK	 
USER	Kafka Test	END	1620476069543
USER	Kafka Test	START	1620476069626
REQUEST		request	1620476069626	1620476069642	OK	 
USER	Kafka Test	END	1620476069643
USER	Kafka Test	START	1620476069724
REQUEST		request	1620476069724	1620476069741	OK	 
USER	Kafka Test	END	1620476069741
USER	Kafka Test	START	1620476069824
REQUEST		request	1620476069824	1620476069840	OK	 
USER	Kafka Test	END	1620476069841
USER	Kafka Test	START	1620476069925
REQUEST		request	1620476069925	1620476069943	OK	 
USER	Kafka Test	END	1620476069944
USER	Kafka Test	START	1620476070024
REQUEST		request	1620476070024	1620476070038	OK	 
USER	Kafka Test	END	1620476070038
USER	Kafka Test	START	1620476070124
REQUEST		request	1620476070124	1620476070139	OK	 
USER	Kafka Test	END	1620476070140
USER	Kafka Test	START	1620476070224
REQUEST		request	1620476070225	1620476070239	OK	 
USER	Kafka Test	END	1620476070240
USER	Kafka Test	START	1620476070325
REQUEST		request	1620476070325	1620476070339	OK	 
USER	Kafka Test	END	1620476070340
USER	Kafka Test	START	1620476070424
REQUEST		request	1620476070424	1620476070440	OK	 
USER	Kafka Test	END	1620476070440
USER	Kafka Test	START	1620476070524
REQUEST		request	1620476070524	1620476070540	OK	 
USER	Kafka Test	END	1620476070541
USER	Kafka Test	START	1620476070624
REQUEST		request	1620476070624	1620476070649	OK	 
USER	Kafka Test	END	1620476070649
USER	Kafka Test	START	1620476070724
REQUEST		request	1620476070724	1620476070738	OK	 
USER	Kafka Test	END	1620476070738
USER	Kafka Test	START	1620476070825
REQUEST		request	1620476070825	1620476070841	OK	 
USER	Kafka Test	END	1620476070842
USER	Kafka Test	START	1620476070924
REQUEST		request	1620476070924	1620476070942	OK	 
USER	Kafka Test	END	1620476070943
USER	Kafka Test	START	1620476071025
REQUEST		request	1620476071025	1620476071049	OK	 
USER	Kafka Test	END	1620476071050
USER	Kafka Test	START	1620476071125
REQUEST		request	1620476071125	1620476071147	OK	 
USER	Kafka Test	END	1620476071147
USER	Kafka Test	START	1620476071225
REQUEST		request	1620476071225	1620476071244	OK	 
USER	Kafka Test	END	1620476071244
USER	Kafka Test	START	1620476071325
REQUEST		request	1620476071325	1620476071341	OK	 
USER	Kafka Test	END	1620476071342
USER	Kafka Test	START	1620476071424
REQUEST		request	1620476071424	1620476071445	OK	 
USER	Kafka Test	END	1620476071446
USER	Kafka Test	START	1620476071524
REQUEST		request	1620476071524	1620476071541	OK	 
USER	Kafka Test	END	1620476071542
USER	Kafka Test	START	1620476071625
REQUEST		request	1620476071625	1620476071642	OK	 
USER	Kafka Test	END	1620476071643
USER	Kafka Test	START	1620476071724
REQUEST		request	1620476071724	1620476071741	OK	 
USER	Kafka Test	END	1620476071741
USER	Kafka Test	START	1620476071823
REQUEST		request	1620476071823	1620476071849	OK	 
USER	Kafka Test	END	1620476071849
USER	Kafka Test	START	1620476071924
REQUEST		request	1620476071924	1620476071950	OK	 
USER	Kafka Test	END	1620476071951
USER	Kafka Test	START	1620476072024
REQUEST		request	1620476072025	1620476072046	OK	 
USER	Kafka Test	END	1620476072047
USER	Kafka Test	START	1620476072124
REQUEST		request	1620476072124	1620476072155	OK	 
USER	Kafka Test	END	1620476072156
USER	Kafka Test	START	1620476072224
REQUEST		request	1620476072224	1620476072241	OK	 
USER	Kafka Test	END	1620476072242
USER	Kafka Test	START	1620476072324
REQUEST		request	1620476072324	1620476072341	OK	 
USER	Kafka Test	END	1620476072341
USER	Kafka Test	START	1620476072424
REQUEST		request	1620476072424	1620476072443	OK	 
USER	Kafka Test	END	1620476072444
USER	Kafka Test	START	1620476072524
REQUEST		request	1620476072524	1620476072538	OK	 
USER	Kafka Test	END	1620476072539
USER	Kafka Test	START	1620476072624
REQUEST		request	1620476072624	1620476072643	OK	 
USER	Kafka Test	END	1620476072643
USER	Kafka Test	START	1620476072723
REQUEST		request	1620476072723	1620476072741	OK	 
USER	Kafka Test	END	1620476072742
USER	Kafka Test	START	1620476072824
REQUEST		request	1620476072824	1620476072836	OK	 
USER	Kafka Test	END	1620476072837
USER	Kafka Test	START	1620476072924
REQUEST		request	1620476072924	1620476072938	OK	 
USER	Kafka Test	END	1620476072939
USER	Kafka Test	START	1620476073024
REQUEST		request	1620476073024	1620476073040	OK	 
USER	Kafka Test	END	1620476073041
USER	Kafka Test	START	1620476073124
REQUEST		request	1620476073124	1620476073142	OK	 
USER	Kafka Test	END	1620476073143
USER	Kafka Test	START	1620476073224
REQUEST		request	1620476073224	1620476073239	OK	 
USER	Kafka Test	END	1620476073239
USER	Kafka Test	START	1620476073324
REQUEST		request	1620476073324	1620476073345	OK	 
USER	Kafka Test	END	1620476073346
USER	Kafka Test	START	1620476073425
REQUEST		request	1620476073425	1620476073442	OK	 
USER	Kafka Test	END	1620476073443
USER	Kafka Test	START	1620476073524
REQUEST		request	1620476073525	1620476073543	OK	 
USER	Kafka Test	END	1620476073544
USER	Kafka Test	START	1620476073625
REQUEST		request	1620476073625	1620476073638	OK	 
USER	Kafka Test	END	1620476073639
USER	Kafka Test	START	1620476073724
REQUEST		request	1620476073724	1620476073738	OK	 
USER	Kafka Test	END	1620476073738
USER	Kafka Test	START	1620476073824
REQUEST		request	1620476073824	1620476073843	OK	 
USER	Kafka Test	END	1620476073844
USER	Kafka Test	START	1620476073924
REQUEST		request	1620476073925	1620476073945	OK	 
USER	Kafka Test	END	1620476073946
USER	Kafka Test	START	1620476074024
REQUEST		request	1620476074024	1620476074051	OK	 
USER	Kafka Test	END	1620476074051
USER	Kafka Test	START	1620476074124
REQUEST		request	1620476074125	1620476074139	OK	 
USER	Kafka Test	END	1620476074140
USER	Kafka Test	START	1620476074224
REQUEST		request	1620476074224	1620476074238	OK	 
USER	Kafka Test	END	1620476074239
USER	Kafka Test	START	1620476074325
REQUEST		request	1620476074325	1620476074341	OK	 
USER	Kafka Test	END	1620476074342
USER	Kafka Test	START	1620476074424
REQUEST		request	1620476074424	1620476074441	OK	 
USER	Kafka Test	END	1620476074442
USER	Kafka Test	START	1620476074525
REQUEST		request	1620476074525	1620476074549	OK	 
USER	Kafka Test	END	1620476074549
USER	Kafka Test	START	1620476074624
REQUEST		request	1620476074624	1620476074640	OK	 
USER	Kafka Test	END	1620476074640
USER	Kafka Test	START	1620476074724
REQUEST		request	1620476074724	1620476074740	OK	 
USER	Kafka Test	END	1620476074741
USER	Kafka Test	START	1620476074823
REQUEST		request	1620476074823	1620476074838	OK	 
USER	Kafka Test	END	1620476074839
USER	Kafka Test	START	1620476074924
REQUEST		request	1620476074924	1620476074947	OK	 
USER	Kafka Test	END	1620476074947
USER	Kafka Test	START	1620476075023
REQUEST		request	1620476075023	1620476075036	OK	 
USER	Kafka Test	END	1620476075037
USER	Kafka Test	START	1620476075124
REQUEST		request	1620476075124	1620476075142	OK	 
USER	Kafka Test	END	1620476075143
USER	Kafka Test	START	1620476075224
REQUEST		request	1620476075224	1620476075243	OK	 
USER	Kafka Test	END	1620476075244
USER	Kafka Test	START	1620476075324
REQUEST		request	1620476075324	1620476075344	OK	 
USER	Kafka Test	END	1620476075344
USER	Kafka Test	START	1620476075424
REQUEST		request	1620476075424	1620476075444	OK	 
USER	Kafka Test	END	1620476075445
USER	Kafka Test	START	1620476075524
REQUEST		request	1620476075524	1620476075544	OK	 
USER	Kafka Test	END	1620476075545
USER	Kafka Test	START	1620476075625
REQUEST		request	1620476075625	1620476075646	OK	 
USER	Kafka Test	END	1620476075647
USER	Kafka Test	START	1620476075725
REQUEST		request	1620476075725	1620476075747	OK	 
USER	Kafka Test	END	1620476075748
USER	Kafka Test	START	1620476075824
REQUEST		request	1620476075824	1620476075845	OK	 
USER	Kafka Test	END	1620476075845
USER	Kafka Test	START	1620476075924
REQUEST		request	1620476075924	1620476075945	OK	 
USER	Kafka Test	END	1620476075946
USER	Kafka Test	START	1620476076024
REQUEST		request	1620476076024	1620476076057	OK	 
USER	Kafka Test	END	1620476076057
USER	Kafka Test	START	1620476076124
REQUEST		request	1620476076124	1620476076144	OK	 
USER	Kafka Test	END	1620476076144
USER	Kafka Test	START	1620476076224
REQUEST		request	1620476076224	1620476076245	OK	 
USER	Kafka Test	END	1620476076246
USER	Kafka Test	START	1620476076324
REQUEST		request	1620476076324	1620476076344	OK	 
USER	Kafka Test	END	1620476076345
USER	Kafka Test	START	1620476076424
REQUEST		request	1620476076424	1620476076441	OK	 
USER	Kafka Test	END	1620476076442
USER	Kafka Test	START	1620476076524
REQUEST		request	1620476076524	1620476076544	OK	 
USER	Kafka Test	END	1620476076544
USER	Kafka Test	START	1620476076625
REQUEST		request	1620476076625	1620476076642	OK	 
USER	Kafka Test	END	1620476076642
USER	Kafka Test	START	1620476076723
REQUEST		request	1620476076723	1620476076744	OK	 
USER	Kafka Test	END	1620476076745
USER	Kafka Test	START	1620476076824
REQUEST		request	1620476076824	1620476076842	OK	 
USER	Kafka Test	END	1620476076843
USER	Kafka Test	START	1620476076924
REQUEST		request	1620476076924	1620476076940	OK	 
USER	Kafka Test	END	1620476076940
USER	Kafka Test	START	1620476077024
REQUEST		request	1620476077024	1620476077043	OK	 
USER	Kafka Test	END	1620476077043
USER	Kafka Test	START	1620476077124
REQUEST		request	1620476077124	1620476077144	OK	 
USER	Kafka Test	END	1620476077144
USER	Kafka Test	START	1620476077224
REQUEST		request	1620476077224	1620476077248	OK	 
USER	Kafka Test	END	1620476077249
USER	Kafka Test	START	1620476077324
REQUEST		request	1620476077324	1620476077340	OK	 
USER	Kafka Test	END	1620476077341
USER	Kafka Test	START	1620476077424
REQUEST		request	1620476077424	1620476077504	OK	 
USER	Kafka Test	END	1620476077505
USER	Kafka Test	START	1620476077525
REQUEST		request	1620476077525	1620476077593	OK	 
USER	Kafka Test	END	1620476077594
USER	Kafka Test	START	1620476077625
REQUEST		request	1620476077625	1620476077644	OK	 
USER	Kafka Test	END	1620476077644
USER	Kafka Test	START	1620476077724
REQUEST		request	1620476077724	1620476077739	OK	 
USER	Kafka Test	END	1620476077740
USER	Kafka Test	START	1620476077824
REQUEST		request	1620476077825	1620476077844	OK	 
USER	Kafka Test	END	1620476077845
USER	Kafka Test	START	1620476077926
REQUEST		request	1620476077926	1620476077944	OK	 
USER	Kafka Test	END	1620476077945
USER	Kafka Test	START	1620476078026
REQUEST		request	1620476078026	1620476078044	OK	 
USER	Kafka Test	END	1620476078045
USER	Kafka Test	START	1620476078125
REQUEST		request	1620476078126	1620476078154	OK	 
USER	Kafka Test	END	1620476078155
USER	Kafka Test	START	1620476078225
REQUEST		request	1620476078225	1620476078242	OK	 
USER	Kafka Test	END	1620476078243
USER	Kafka Test	START	1620476078325
REQUEST		request	1620476078325	1620476078343	OK	 
USER	Kafka Test	END	1620476078344
USER	Kafka Test	START	1620476078426
REQUEST		request	1620476078426	1620476078448	OK	 
USER	Kafka Test	END	1620476078448
USER	Kafka Test	START	1620476078526
REQUEST		request	1620476078526	1620476078555	OK	 
USER	Kafka Test	END	1620476078556
USER	Kafka Test	START	1620476078626
REQUEST		request	1620476078626	1620476078643	OK	 
USER	Kafka Test	END	1620476078643
USER	Kafka Test	START	1620476078723
REQUEST		request	1620476078723	1620476078743	OK	 
USER	Kafka Test	END	1620476078744
USER	Kafka Test	START	1620476078823
REQUEST		request	1620476078823	1620476078851	OK	 
USER	Kafka Test	END	1620476078852
USER	Kafka Test	START	1620476078924
REQUEST		request	1620476078924	1620476078947	OK	 
USER	Kafka Test	END	1620476078948
USER	Kafka Test	START	1620476079023
REQUEST		request	1620476079023	1620476079036	OK	 
USER	Kafka Test	END	1620476079037
USER	Kafka Test	START	1620476079123
REQUEST		request	1620476079123	1620476079141	OK	 
USER	Kafka Test	END	1620476079141
USER	Kafka Test	START	1620476079224
REQUEST		request	1620476079224	1620476079238	OK	 
USER	Kafka Test	END	1620476079238
USER	Kafka Test	START	1620476079323
REQUEST		request	1620476079323	1620476079343	OK	 
USER	Kafka Test	END	1620476079343
USER	Kafka Test	START	1620476079424
REQUEST		request	1620476079424	1620476079444	OK	 
USER	Kafka Test	END	1620476079444
USER	Kafka Test	START	1620476079524
REQUEST		request	1620476079524	1620476079548	OK	 
USER	Kafka Test	END	1620476079548
USER	Kafka Test	START	1620476079624
REQUEST		request	1620476079624	1620476079638	OK	 
USER	Kafka Test	END	1620476079639
USER	Kafka Test	START	1620476079724
REQUEST		request	1620476079724	1620476079739	OK	 
USER	Kafka Test	END	1620476079740
USER	Kafka Test	START	1620476079825
REQUEST		request	1620476079825	1620476079844	OK	 
USER	Kafka Test	END	1620476079845
USER	Kafka Test	START	1620476079925
REQUEST		request	1620476079925	1620476079950	OK	 
USER	Kafka Test	END	1620476079950
USER	Kafka Test	START	1620476080024
REQUEST		request	1620476080024	1620476080040	OK	 
USER	Kafka Test	END	1620476080040
USER	Kafka Test	START	1620476080126
REQUEST		request	1620476080126	1620476080145	OK	 
USER	Kafka Test	END	1620476080146
USER	Kafka Test	START	1620476080224
REQUEST		request	1620476080224	1620476080251	OK	 
USER	Kafka Test	END	1620476080251
USER	Kafka Test	START	1620476080325
REQUEST		request	1620476080325	1620476080345	OK	 
USER	Kafka Test	END	1620476080346
USER	Kafka Test	START	1620476080425
REQUEST		request	1620476080425	1620476080443	OK	 
USER	Kafka Test	END	1620476080443
USER	Kafka Test	START	1620476080524
REQUEST		request	1620476080524	1620476080549	OK	 
USER	Kafka Test	END	1620476080549
USER	Kafka Test	START	1620476080625
REQUEST		request	1620476080625	1620476080638	OK	 
USER	Kafka Test	END	1620476080639
USER	Kafka Test	START	1620476080726
REQUEST		request	1620476080726	1620476080744	OK	 
USER	Kafka Test	END	1620476080744
USER	Kafka Test	START	1620476080825
REQUEST		request	1620476080825	1620476080842	OK	 
USER	Kafka Test	END	1620476080843
USER	Kafka Test	START	1620476080924
REQUEST		request	1620476080924	1620476080938	OK	 
USER	Kafka Test	END	1620476080939
USER	Kafka Test	START	1620476081024
REQUEST		request	1620476081024	1620476081047	OK	 
USER	Kafka Test	END	1620476081048
USER	Kafka Test	START	1620476081124
REQUEST		request	1620476081124	1620476081144	OK	 
USER	Kafka Test	END	1620476081145
USER	Kafka Test	START	1620476081224
REQUEST		request	1620476081225	1620476081243	OK	 
USER	Kafka Test	END	1620476081243
USER	Kafka Test	START	1620476081325
REQUEST		request	1620476081325	1620476081337	OK	 
USER	Kafka Test	END	1620476081337
USER	Kafka Test	START	1620476081425
REQUEST		request	1620476081425	1620476081439	OK	 
USER	Kafka Test	END	1620476081440
USER	Kafka Test	START	1620476081524
REQUEST		request	1620476081524	1620476081539	OK	 
USER	Kafka Test	END	1620476081540
USER	Kafka Test	START	1620476081625
REQUEST		request	1620476081625	1620476081641	OK	 
USER	Kafka Test	END	1620476081642
USER	Kafka Test	START	1620476081724
REQUEST		request	1620476081725	1620476081741	OK	 
USER	Kafka Test	END	1620476081742
USER	Kafka Test	START	1620476081825
REQUEST		request	1620476081825	1620476081838	OK	 
USER	Kafka Test	END	1620476081839
USER	Kafka Test	START	1620476081924
REQUEST		request	1620476081924	1620476081943	OK	 
USER	Kafka Test	END	1620476081943
USER	Kafka Test	START	1620476082025
REQUEST		request	1620476082025	1620476082041	OK	 
USER	Kafka Test	END	1620476082042
USER	Kafka Test	START	1620476082124
REQUEST		request	1620476082124	1620476082143	OK	 
USER	Kafka Test	END	1620476082144
USER	Kafka Test	START	1620476082224
REQUEST		request	1620476082224	1620476082246	OK	 
USER	Kafka Test	END	1620476082246
USER	Kafka Test	START	1620476082324
REQUEST		request	1620476082324	1620476082337	OK	 
USER	Kafka Test	END	1620476082340
USER	Kafka Test	START	1620476082425
REQUEST		request	1620476082425	1620476082444	OK	 
USER	Kafka Test	END	1620476082445
USER	Kafka Test	START	1620476082524
REQUEST		request	1620476082524	1620476082544	OK	 
USER	Kafka Test	END	1620476082544
USER	Kafka Test	START	1620476082624
REQUEST		request	1620476082624	1620476082646	OK	 
USER	Kafka Test	END	1620476082651
USER	Kafka Test	START	1620476082724
REQUEST		request	1620476082724	1620476082748	OK	 
USER	Kafka Test	END	1620476082748
USER	Kafka Test	START	1620476082824
REQUEST		request	1620476082824	1620476082846	OK	 
USER	Kafka Test	END	1620476082847
USER	Kafka Test	START	1620476082925
REQUEST		request	1620476082925	1620476082945	OK	 
USER	Kafka Test	END	1620476082946
USER	Kafka Test	START	1620476083025
REQUEST		request	1620476083025	1620476083047	OK	 
USER	Kafka Test	END	1620476083048
USER	Kafka Test	START	1620476083125
REQUEST		request	1620476083125	1620476083143	OK	 
USER	Kafka Test	END	1620476083143
USER	Kafka Test	START	1620476083224
REQUEST		request	1620476083224	1620476083241	OK	 
USER	Kafka Test	END	1620476083242
USER	Kafka Test	START	1620476083324
REQUEST		request	1620476083324	1620476083346	OK	 
USER	Kafka Test	END	1620476083346
USER	Kafka Test	START	1620476083424
REQUEST		request	1620476083424	1620476083446	OK	 
USER	Kafka Test	END	1620476083447
USER	Kafka Test	START	1620476083525
REQUEST		request	1620476083525	1620476083543	OK	 
USER	Kafka Test	END	1620476083543
USER	Kafka Test	START	1620476083625
REQUEST		request	1620476083625	1620476083642	OK	 
USER	Kafka Test	END	1620476083643
USER	Kafka Test	START	1620476083724
REQUEST		request	1620476083724	1620476083737	OK	 
USER	Kafka Test	END	1620476083738
USER	Kafka Test	START	1620476083824
REQUEST		request	1620476083824	1620476083846	OK	 
USER	Kafka Test	END	1620476083847
USER	Kafka Test	START	1620476083924
REQUEST		request	1620476083924	1620476083949	OK	 
USER	Kafka Test	END	1620476083950
USER	Kafka Test	START	1620476084024
REQUEST		request	1620476084024	1620476084047	OK	 
USER	Kafka Test	END	1620476084047
USER	Kafka Test	START	1620476084123
REQUEST		request	1620476084124	1620476084145	OK	 
USER	Kafka Test	END	1620476084146
USER	Kafka Test	START	1620476084224
REQUEST		request	1620476084224	1620476084251	OK	 
USER	Kafka Test	END	1620476084252
USER	Kafka Test	START	1620476084324
REQUEST		request	1620476084324	1620476084343	OK	 
USER	Kafka Test	END	1620476084343
USER	Kafka Test	START	1620476084424
REQUEST		request	1620476084424	1620476084443	OK	 
USER	Kafka Test	END	1620476084443
USER	Kafka Test	START	1620476084525
REQUEST		request	1620476084525	1620476084550	OK	 
USER	Kafka Test	END	1620476084551
USER	Kafka Test	START	1620476084625
REQUEST		request	1620476084625	1620476084646	OK	 
USER	Kafka Test	END	1620476084647
USER	Kafka Test	START	1620476084724
REQUEST		request	1620476084723	1620476084749	OK	 
USER	Kafka Test	END	1620476084749
USER	Kafka Test	START	1620476084824
REQUEST		request	1620476084824	1620476084840	OK	 
USER	Kafka Test	END	1620476084841
USER	Kafka Test	START	1620476084924
REQUEST		request	1620476084924	1620476084938	OK	 
USER	Kafka Test	END	1620476084938
USER	Kafka Test	START	1620476085024
REQUEST		request	1620476085023	1620476085051	OK	 
USER	Kafka Test	END	1620476085052
USER	Kafka Test	START	1620476085123
REQUEST		request	1620476085123	1620476085146	OK	 
USER	Kafka Test	END	1620476085147
USER	Kafka Test	START	1620476085224
REQUEST		request	1620476085224	1620476085239	OK	 
USER	Kafka Test	END	1620476085239
USER	Kafka Test	START	1620476085324
REQUEST		request	1620476085324	1620476085344	OK	 
USER	Kafka Test	END	1620476085345
USER	Kafka Test	START	1620476085423
REQUEST		request	1620476085423	1620476085442	OK	 
USER	Kafka Test	END	1620476085443
USER	Kafka Test	START	1620476085525
REQUEST		request	1620476085525	1620476085541	OK	 
USER	Kafka Test	END	1620476085541
USER	Kafka Test	START	1620476085624
REQUEST		request	1620476085624	1620476085656	OK	 
USER	Kafka Test	END	1620476085657
USER	Kafka Test	START	1620476085724
REQUEST		request	1620476085724	1620476085752	OK	 
USER	Kafka Test	END	1620476085753
USER	Kafka Test	START	1620476085824
REQUEST		request	1620476085824	1620476085843	OK	 
USER	Kafka Test	END	1620476085844
USER	Kafka Test	START	1620476085924
REQUEST		request	1620476085924	1620476085950	OK	 
USER	Kafka Test	END	1620476085951
USER	Kafka Test	START	1620476086025
